@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
225,'2026/06/11 16:30:29:008',8,0.519601,0.032994,0.022421,0.022193,1,0.048952,0.5,0,0,0
226,'2026/06/11 16:30:29:009',8,0.519601,0.032994,0.022421,0.022193,1,0.048952,0.5,0,0,0
227,'2026/06/11 16:30:29:041',8,0.488312,0.029597,0.023209,0.013141,1,0.031501,0.5,0,0,0
228,'2026/06/11 16:30:29:042',8,0.488312,0.029597,0.023209,0.013141,1,0.031501,0.5,0,0,0
229,'2026/06/11 16:30:29:077',8,0.480107,0.038218,0.021876,0.015825,1,0.044139,0.5,0,0,0
230,'2026/06/11 16:30:29:078',8,0.480107,0.038218,0.021876,0.015825,1,0.044139,0.5,0,0,0
231,'2026/06/11 16:30:29:113',8,0.50812,0.038345,0.023748,0.028478,1,0.042501,0.5,0,0,0
232,'2026/06/11 16:30:29:115',8,0.50812,0.038345,0.023748,0.028478,1,0.042501,0.5,0,0,0
233,'2026/06/11 16:30:29:152',8,0.506447,0.055612,0.018503,0.020891,1,0.048168,0.5,0,0,0
234,'2026/06/11 16:30:29:153',8,0.506447,0.055612,0.018503,0.020891,1,0.048168,0.5,0,0,0
235,'2026/06/11 16:30:29:192',8,0.513065,0.024571,0.013318,0.016152,1,0.041384,0.5,0,0,0
236,'2026/06/11 16:30:29:192',8,0.513065,0.024571,0.013318,0.016152,1,0.041384,0.5,0,0,0
237,'2026/06/11 16:30:29:228',8,0.491544,0.026477,0.023774,0.023995,1,0.040009,0.5,0,0,0
238,'2026/06/11 16:30:29:229',8,0.491544,0.026477,0.023774,0.023995,1,0.040009,0.5,0,0,0
239,'2026/06/11 16:30:29:266',8,0.499752,0.024896,0.010797,0.018641,1,0.035007,0.5,0,0,0
240,'2026/06/11 16:30:29:267',8,0.499752,0.024896,0.010797,0.018641,1,0.035007,0.5,0,0,0
241,'2026/06/11 16:30:29:307',8,0.483653,0.056629,0.026719,0.021504,1,0.049991,0.5,0,0,0
242,'2026/06/11 16:30:29:309',8,0.483653,0.056629,0.026719,0.021504,1,0.049991,0.5,0,0,0
243,'2026/06/11 16:30:29:349',8,0.506891,0.031702,0.010805,0.025125,1,0.04303,0.5,0,0,0
244,'2026/06/11 16:30:29:349',8,0.506891,0.031702,0.010805,0.025125,1,0.04303,0.5,0,0,0
245,'2026/06/11 16:30:29:378',8,0.516643,0.028534,0.021707,0.022696,1,0.031825,0.5,0,0,0
246,'2026/06/11 16:30:29:379',8,0.516643,0.028534,0.021707,0.022696,1,0.031825,0.5,0,0,0
247,'2026/06/11 16:30:29:438',8,0.493918,0.033999,0.023403,0.027155,1,0.043873,0.5,0,0,0
248,'2026/06/11 16:30:29:439',8,0.493918,0.033999,0.023403,0.027155,1,0.043873,0.5,0,0,0
249,'2026/06/11 16:30:29:471',8,0.491529,0.056027,0.026271,0.021002,1,0.03629,0.5,0,0,0
250,'2026/06/11 16:30:29:471',8,0.491529,0.056027,0.026271,0.021002,1,0.03629,0.5,0,0,0
251,'2026/06/11 16:30:29:509',8,0.492931,0.056927,0.018084,0.020292,1,0.043153,0.5,0,0,0
252,'2026/06/11 16:30:29:510',8,0.492931,0.056927,0.018084,0.020292,1,0.043153,0.5,0,0,0
253,'2026/06/11 16:30:29:546',8,0.501704,0.036877,0.013752,0.017236,1,0.042508,0.5,0,0,0
254,'2026/06/11 16:30:29:549',8,0.501704,0.036877,0.013752,0.017236,1,0.042508,0.5,0,0,0
255,'2026/06/11 16:30:29:597',8,0.5104,0.029328,0.020984,0.028553,1,0.043965,0.5,0,0,0
256,'2026/06/11 16:30:29:598',8,0.5104,0.029328,0.020984,0.028553,1,0.043965,0.5,0,0,0
257,'2026/06/11 16:30:29:631',8,0.484857,0.057033,0.022177,0.014786,1,0.041017,0.5,0,0,0
258,'2026/06/11 16:30:29:646',8,0.484857,0.057033,0.022177,0.014786,1,0.041017,0.5,0,0,0
259,'2026/06/11 16:30:29:677',8,0.50209,0.025356,0.029845,0.028259,1,0.032349,0.5,0,0,0
260,'2026/06/11 16:30:29:678',8,0.50209,0.025356,0.029845,0.028259,1,0.032349,0.5,0,0,0
261,'2026/06/11 16:30:29:712',8,0.513286,0.039942,0.024332,0.020177,1,0.046694,0.5,0,0,0
262,'2026/06/11 16:30:29:714',8,0.513286,0.039942,0.024332,0.020177,1,0.046694,0.5,0,0,0
263,'2026/06/11 16:30:29:755',8,0.51921,0.030774,0.021025,0.017672,1,0.040165,0.5,0,0,0
264,'2026/06/11 16:30:29:758',8,0.51921,0.030774,0.021025,0.017672,1,0.040165,0.5,0,0,0
265,'2026/06/11 16:30:29:791',8,0.515173,0.053105,0.015525,0.0258,1,0.048685,0.5,0,0,0
266,'2026/06/11 16:30:29:792',8,0.515173,0.053105,0.015525,0.0258,1,0.048685,0.5,0,0,0
267,'2026/06/11 16:30:29:829',8,0.50031,0.05154,0.015657,0.015971,1,0.049978,0.5,0,0,0
268,'2026/06/11 16:30:29:829',8,0.50031,0.05154,0.015657,0.015971,1,0.049978,0.5,0,0,0
269,'2026/06/11 16:30:29:866',8,0.499586,0.027349,0.020772,0.016902,1,0.040869,0.5,0,0,0
270,'2026/06/11 16:30:29:867',8,0.499586,0.027349,0.020772,0.016902,1,0.040869,0.5,0,0,0
271,'2026/06/11 16:30:29:904',8,0.498214,0.033584,0.013773,0.02395,1,0.034671,0.5,0,0,0
272,'2026/06/11 16:30:29:904',8,0.498214,0.033584,0.013773,0.02395,1,0.034671,0.5,0,0,0
273,'2026/06/11 16:30:30:607',10,0.467554,0.649875,0.259213,0.178927,0.968685,0.074304,0.44,0.62,0.18,0.3
274,'2026/06/11 16:30:30:608',10,0.467554,0.649875,0.259213,0.178927,0.968685,0.074304,0.44,0.62,0.18,0.3
275,'2026/06/11 16:30:30:643',10,0.483364,0.726426,0.276094,0.15601,0.922221,0.080115,0.44,0.62,0.18,0.3
276,'2026/06/11 16:30:30:645',10,0.483364,0.726426,0.276094,0.15601,0.922221,0.080115,0.44,0.62,0.18,0.3
277,'2026/06/11 16:30:30:681',10,0.500523,0.739128,0.263233,0.139043,0.951557,0.077846,0.44,0.62,0.18,0.3
278,'2026/06/11 16:30:30:682',10,0.500523,0.739128,0.263233,0.139043,0.951557,0.077846,0.44,0.62,0.18,0.3
279,'2026/06/11 16:30:30:721',10,0.533516,0.704731,0.237225,0.106137,0.948169,0.10346,0.44,0.62,0.18,0.3
280,'2026/06/11 16:30:30:722',10,0.533516,0.704731,0.237225,0.106137,0.948169,0.10346,0.44,0.62,0.18,0.3
281,'2026/06/11 16:30:30:755',10,0.50833,0.723106,0.221958,0.1316,0.971141,0.097967,0.44,0.62,0.18,0.3
282,'2026/06/11 16:30:30:755',10,0.50833,0.723106,0.221958,0.1316,0.971141,0.097967,0.44,0.62,0.18,0.3
283,'2026/06/11 16:30:30:790',10,0.517899,0.682546,0.20896,0.110551,0.972343,0.056795,0.44,0.62,0.18,0.3
284,'2026/06/11 16:30:30:792',10,0.517899,0.682546,0.20896,0.110551,0.972343,0.056795,0.44,0.62,0.18,0.3
285,'2026/06/11 16:30:30:832',10,0.483885,0.691961,0.204038,0.11163,0.964806,0.076699,0.44,0.62,0.18,0.3
286,'2026/06/11 16:30:30:835',10,0.483885,0.691961,0.204038,0.11163,0.964806,0.076699,0.44,0.62,0.18,0.3
287,'2026/06/11 16:30:30:865',10,0.476017,0.672604,0.182077,0.068721,0.96164,0.100171,0.44,0.62,0.18,0.3
288,'2026/06/11 16:30:30:867',10,0.476017,0.672604,0.182077,0.068721,0.96164,0.100171,0.44,0.62,0.18,0.3
289,'2026/06/11 16:30:30:901',10,0.452886,0.664014,0.125166,0.059318,0.928734,0.081558,0.44,0.62,0.18,0.3
290,'2026/06/11 16:30:30:903',10,0.452886,0.664014,0.125166,0.059318,0.928734,0.081558,0.44,0.62,0.18,0.3
291,'2026/06/11 16:30:30:938',10,0.481627,0.642113,0.103881,0.041189,0.97225,0.085986,0.44,0.62,0.18,0.3
292,'2026/06/11 16:30:30:938',10,0.481627,0.642113,0.103881,0.041189,0.97225,0.085986,0.44,0.62,0.18,0.3
293,'2026/06/11 16:30:30:975',10,0.422638,0.632087,0.094234,0.068675,0.935239,0.067766,0.44,0.62,0.18,0.3
294,'2026/06/11 16:30:30:980',10,0.422638,0.632087,0.094234,0.068675,0.935239,0.067766,0.44,0.62,0.18,0.3
295,'2026/06/11 16:30:31:013',10,0.372228,0.607551,0.145132,0.09073,0.929479,0.077086,0.44,0.62,0.18,0.3
296,'2026/06/11 16:30:31:014',10,0.372228,0.607551,0.145132,0.09073,0.929479,0.077086,0.44,0.62,0.18,0.3
297,'2026/06/11 16:30:31:047',10,0.380301,0.579538,0.130401,0.088276,0.935006,0.097265,0.44,0.62,0.18,0.3
298,'2026/06/11 16:30:31:048',10,0.380301,0.579538,0.130401,0.088276,0.935006,0.097265,0.44,0.62,0.18,0.3
299,'2026/06/11 16:30:31:085',10,0.344197,0.558873,0.128592,0.092297,0.954315,0.083741,0.44,0.62,0.18,0.3
300,'2026/06/11 16:30:31:086',10,0.344197,0.558873,0.128592,0.092297,0.954315,0.083741,0.44,0.62,0.18,0.3
301,'2026/06/11 16:30:31:122',10,0.408129,0.553903,0.176941,0.133904,0.936469,0.083296,0.44,0.62,0.18,0.3
302,'2026/06/11 16:30:31:123',10,0.408129,0.553903,0.176941,0.133904,0.936469,0.083296,0.44,0.62,0.18,0.3
303,'2026/06/11 16:30:31:158',10,0.369496,0.598464,0.128999,0.146735,0.949804,0.100208,0.44,0.62,0.18,0.3
304,'2026/06/11 16:30:31:163',10,0.369496,0.598464,0.128999,0.146735,0.949804,0.100208,0.44,0.62,0.18,0.3
305,'2026/06/11 16:30:31:197',10,0.329795,0.617034,0.18693,0.145556,0.958197,0.086045,0.44,0.62,0.18,0.3
306,'2026/06/11 16:30:31:198',10,0.329795,0.617034,0.18693,0.145556,0.958197,0.086045,0.44,0.62,0.18,0.3
307,'2026/06/11 16:30:31:231',10,0.377392,0.62935,0.2095,0.185613,0.957695,0.10017,0.44,0.62,0.18,0.3
308,'2026/06/11 16:30:31:232',10,0.377392,0.62935,0.2095,0.185613,0.957695,0.10017,0.44,0.62,0.18,0.3
309,'2026/06/11 16:30:31:271',10,0.390092,0.61755,0.211447,0.176811,0.963942,0.059507,0.44,0.62,0.18,0.3
310,'2026/06/11 16:30:31:272',10,0.390092,0.61755,0.211447,0.176811,0.963942,0.059507,0.44,0.62,0.18,0.3
311,'2026/06/11 16:30:31:310',10,0.376755,0.674453,0.206838,0.151898,0.952364,0.103574,0.44,0.62,0.18,0.3
312,'2026/06/11 16:30:31:312',10,0.376755,0.674453,0.206838,0.151898,0.952364,0.103574,0.44,0.62,0.18,0.3
313,'2026/06/11 16:30:31:350',10,0.426053,0.708203,0.262068,0.156348,0.969481,0.079092,0.44,0.62,0.18,0.3
314,'2026/06/11 16:30:31:355',10,0.426053,0.708203,0.262068,0.156348,0.969481,0.079092,0.44,0.62,0.18,0.3
315,'2026/06/11 16:30:31:386',10,0.480908,0.712083,0.231609,0.140112,0.977774,0.062038,0.44,0.62,0.18,0.3
316,'2026/06/11 16:30:31:386',10,0.480908,0.712083,0.231609,0.140112,0.977774,0.062038,0.44,0.62,0.18,0.3
317,'2026/06/11 16:30:31:426',10,0.523256,0.733583,0.256766,0.180292,0.978036,0.095229,0.44,0.62,0.18,0.3
318,'2026/06/11 16:30:31:426',10,0.523256,0.733583,0.256766,0.180292,0.978036,0.095229,0.44,0.62,0.18,0.3
319,'2026/06/11 16:30:31:463',10,0.48616,0.734475,0.199594,0.139082,0.947287,0.088641,0.44,0.62,0.18,0.3
320,'2026/06/11 16:30:31:464',10,0.48616,0.734475,0.199594,0.139082,0.947287,0.088641,0.44,0.62,0.18,0.3
321,'2026/06/11 16:30:31:513',10,0.534306,0.717875,0.243799,0.147143,0.926501,0.066691,0.44,0.62,0.18,0.3
322,'2026/06/11 16:30:31:516',10,0.534306,0.717875,0.243799,0.147143,0.926501,0.066691,0.44,0.62,0.18,0.3
323,'2026/06/11 16:30:31:549',10,0.479966,0.735191,0.209341,0.129412,0.933282,0.058161,0.44,0.62,0.18,0.3
324,'2026/06/11 16:30:31:550',10,0.479966,0.735191,0.209341,0.129412,0.933282,0.058161,0.44,0.62,0.18,0.3
325,'2026/06/11 16:30:31:583',10,0.562186,0.724609,0.172703,0.084193,0.928387,0.102313,0.44,0.62,0.18,0.3
326,'2026/06/11 16:30:31:584',10,0.562186,0.724609,0.172703,0.084193,0.928387,0.102313,0.44,0.62,0.18,0.3
327,'2026/06/11 16:30:31:621',10,0.504304,0.673898,0.139257,0.10092,0.92814,0.077682,0.44,0.62,0.18,0.3
328,'2026/06/11 16:30:31:622',10,0.504304,0.673898,0.139257,0.10092,0.92814,0.077682,0.44,0.62,0.18,0.3
329,'2026/06/11 16:30:31:659',10,0.527261,0.673394,0.180732,0.064718,0.964536,0.062726,0.44,0.62,0.18,0.3
330,'2026/06/11 16:30:31:661',10,0.527261,0.673394,0.180732,0.064718,0.964536,0.062726,0.44,0.62,0.18,0.3
331,'2026/06/11 16:30:31:697',10,0.481579,0.600035,0.133635,0.060588,0.977091,0.056636,0.44,0.62,0.18,0.3
332,'2026/06/11 16:30:31:698',10,0.481579,0.600035,0.133635,0.060588,0.977091,0.056636,0.44,0.62,0.18,0.3
333,'2026/06/11 16:30:31:736',10,0.452409,0.60648,0.154987,0.088921,0.925961,0.089284,0.44,0.62,0.18,0.3
334,'2026/06/11 16:30:31:737',10,0.452409,0.60648,0.154987,0.088921,0.925961,0.089284,0.44,0.62,0.18,0.3
335,'2026/06/11 16:30:31:772',10,0.442733,0.630804,0.107831,0.067803,0.931388,0.061108,0.44,0.62,0.18,0.3
336,'2026/06/11 16:30:31:772',10,0.442733,0.630804,0.107831,0.067803,0.931388,0.061108,0.44,0.62,0.18,0.3
337,'2026/06/11 16:30:31:808',10,0.446178,0.574887,0.129129,0.09298,0.955829,0.056068,0.44,0.62,0.18,0.3
338,'2026/06/11 16:30:31:811',10,0.446178,0.574887,0.129129,0.09298,0.955829,0.056068,0.44,0.62,0.18,0.3
339,'2026/06/11 16:30:31:850',10,0.415779,0.549592,0.097294,0.102188,0.924117,0.093258,0.44,0.62,0.18,0.3
340,'2026/06/11 16:30:31:851',10,0.415779,0.549592,0.097294,0.102188,0.924117,0.093258,0.44,0.62,0.18,0.3
341,'2026/06/11 16:30:32:538',12,0.619002,0.832532,0.870792,0.728708,0.908853,0.168037,0.66,0.8,0.65,0.85
342,'2026/06/11 16:30:32:541',12,0.619002,0.832532,0.870792,0.728708,0.908853,0.168037,0.66,0.8,0.65,0.85
343,'2026/06/11 16:30:32:577',12,0.628191,0.922978,0.784397,0.680527,0.915039,0.117215,0.66,0.8,0.65,0.85
344,'2026/06/11 16:30:32:578',12,0.628191,0.922978,0.784397,0.680527,0.915039,0.117215,0.66,0.8,0.65,0.85
345,'2026/06/11 16:30:32:613',12,0.754655,0.84347,0.759566,0.736718,0.914276,0.127664,0.66,0.8,0.65,0.85
346,'2026/06/11 16:30:32:616',12,0.754655,0.84347,0.759566,0.736718,0.914276,0.127664,0.66,0.8,0.65,0.85
347,'2026/06/11 16:30:32:654',12,0.714174,0.849672,0.828533,0.668289,0.94474,0.138337,0.66,0.8,0.65,0.85
348,'2026/06/11 16:30:32:655',12,0.714174,0.849672,0.828533,0.668289,0.94474,0.138337,0.66,0.8,0.65,0.85
349,'2026/06/11 16:30:32:693',12,0.817186,0.89453,0.727034,0.629902,0.956725,0.108036,0.66,0.8,0.65,0.85
350,'2026/06/11 16:30:32:695',12,0.817186,0.89453,0.727034,0.629902,0.956725,0.108036,0.66,0.8,0.65,0.85
351,'2026/06/11 16:30:32:729',12,0.825509,0.919036,0.745974,0.590351,0.957842,0.109258,0.66,0.8,0.65,0.85
352,'2026/06/11 16:30:32:729',12,0.825509,0.919036,0.745974,0.590351,0.957842,0.109258,0.66,0.8,0.65,0.85
353,'2026/06/11 16:30:32:770',12,0.778918,0.846196,0.733029,0.565934,0.954582,0.110144,0.66,0.8,0.65,0.85
354,'2026/06/11 16:30:32:772',12,0.778918,0.846196,0.733029,0.565934,0.954582,0.110144,0.66,0.8,0.65,0.85
355,'2026/06/11 16:30:32:801',12,0.707952,0.84203,0.626733,0.516969,0.937985,0.143385,0.66,0.8,0.65,0.85
356,'2026/06/11 16:30:32:801',12,0.707952,0.84203,0.626733,0.516969,0.937985,0.143385,0.66,0.8,0.65,0.85
357,'2026/06/11 16:30:32:839',12,0.717128,0.854852,0.654462,0.528776,0.936326,0.111942,0.66,0.8,0.65,0.85
358,'2026/06/11 16:30:32:840',12,0.717128,0.854852,0.654462,0.528776,0.936326,0.111942,0.66,0.8,0.65,0.85
359,'2026/06/11 16:30:32:875',12,0.737297,0.809536,0.647222,0.568943,0.94325,0.120052,0.66,0.8,0.65,0.85
360,'2026/06/11 16:30:32:875',12,0.737297,0.809536,0.647222,0.568943,0.94325,0.120052,0.66,0.8,0.65,0.85
361,'2026/06/11 16:30:32:913',12,0.665195,0.713843,0.59647,0.537802,0.924959,0.111656,0.66,0.8,0.65,0.85
362,'2026/06/11 16:30:32:914',12,0.665195,0.713843,0.59647,0.537802,0.924959,0.111656,0.66,0.8,0.65,0.85
363,'2026/06/11 16:30:32:948',12,0.62355,0.740035,0.596997,0.518335,0.955379,0.109699,0.66,0.8,0.65,0.85
364,'2026/06/11 16:30:32:949',12,0.62355,0.740035,0.596997,0.518335,0.955379,0.109699,0.66,0.8,0.65,0.85
365,'2026/06/11 16:30:32:984',12,0.64449,0.662488,0.569889,0.622147,0.948706,0.143946,0.66,0.8,0.65,0.85
366,'2026/06/11 16:30:32:984',12,0.64449,0.662488,0.569889,0.622147,0.948706,0.143946,0.66,0.8,0.65,0.85
367,'2026/06/11 16:30:33:021',12,0.580091,0.707909,0.613445,0.575029,0.921216,0.151574,0.66,0.8,0.65,0.85
368,'2026/06/11 16:30:33:022',12,0.580091,0.707909,0.613445,0.575029,0.921216,0.151574,0.66,0.8,0.65,0.85
369,'2026/06/11 16:30:33:057',12,0.581443,0.744631,0.683931,0.720448,0.936025,0.129615,0.66,0.8,0.65,0.85
370,'2026/06/11 16:30:33:058',12,0.581443,0.744631,0.683931,0.720448,0.936025,0.129615,0.66,0.8,0.65,0.85
371,'2026/06/11 16:30:33:095',12,0.546191,0.684376,0.705492,0.658244,0.906493,0.164176,0.66,0.8,0.65,0.85
372,'2026/06/11 16:30:33:095',12,0.546191,0.684376,0.705492,0.658244,0.906493,0.164176,0.66,0.8,0.65,0.85
373,'2026/06/11 16:30:33:130',12,0.517105,0.764433,0.727925,0.764508,0.950709,0.173218,0.66,0.8,0.65,0.85
374,'2026/06/11 16:30:33:131',12,0.517105,0.764433,0.727925,0.764508,0.950709,0.173218,0.66,0.8,0.65,0.85
375,'2026/06/11 16:30:33:166',12,0.592042,0.773547,0.768594,0.686591,0.955745,0.163062,0.66,0.8,0.65,0.85
376,'2026/06/11 16:30:33:167',12,0.592042,0.773547,0.768594,0.686591,0.955745,0.163062,0.66,0.8,0.65,0.85
377,'2026/06/11 16:30:33:203',12,0.537084,0.754994,0.805334,0.737914,0.920389,0.105427,0.66,0.8,0.65,0.85
378,'2026/06/11 16:30:33:204',12,0.537084,0.754994,0.805334,0.737914,0.920389,0.105427,0.66,0.8,0.65,0.85
379,'2026/06/11 16:30:33:237',12,0.651922,0.827445,0.793025,0.720375,0.93799,0.107146,0.66,0.8,0.65,0.85
380,'2026/06/11 16:30:33:238',12,0.651922,0.827445,0.793025,0.720375,0.93799,0.107146,0.66,0.8,0.65,0.85
381,'2026/06/11 16:30:33:272',12,0.67061,0.81696,0.811411,0.739665,0.922203,0.155512,0.66,0.8,0.65,0.85
382,'2026/06/11 16:30:33:272',12,0.67061,0.81696,0.811411,0.739665,0.922203,0.155512,0.66,0.8,0.65,0.85
383,'2026/06/11 16:30:33:309',12,0.71312,0.879429,0.778022,0.685443,0.909445,0.148249,0.66,0.8,0.65,0.85
384,'2026/06/11 16:30:33:319',12,0.71312,0.879429,0.778022,0.685443,0.909445,0.148249,0.66,0.8,0.65,0.85
385,'2026/06/11 16:30:33:347',12,0.735604,0.863993,0.844126,0.716375,0.926523,0.124122,0.66,0.8,0.65,0.85
386,'2026/06/11 16:30:33:350',12,0.735604,0.863993,0.844126,0.716375,0.926523,0.124122,0.66,0.8,0.65,0.85
387,'2026/06/11 16:30:33:381',12,0.779107,0.855448,0.803508,0.658412,0.940709,0.139064,0.66,0.8,0.65,0.85
388,'2026/06/11 16:30:33:381',12,0.779107,0.855448,0.803508,0.658412,0.940709,0.139064,0.66,0.8,0.65,0.85
389,'2026/06/11 16:30:33:418',12,0.791299,0.847773,0.778111,0.664484,0.900461,0.126099,0.66,0.8,0.65,0.85
390,'2026/06/11 16:30:33:418',12,0.791299,0.847773,0.778111,0.664484,0.900461,0.126099,0.66,0.8,0.65,0.85
391,'2026/06/11 16:30:33:456',12,0.742021,0.848717,0.733593,0.594065,0.900464,0.157291,0.66,0.8,0.65,0.85
392,'2026/06/11 16:30:33:456',12,0.742021,0.848717,0.733593,0.594065,0.900464,0.157291,0.66,0.8,0.65,0.85
393,'2026/06/11 16:30:33:493',12,0.740318,0.858127,0.755669,0.584373,0.950001,0.161434,0.66,0.8,0.65,0.85
394,'2026/06/11 16:30:33:494',12,0.740318,0.858127,0.755669,0.584373,0.950001,0.161434,0.66,0.8,0.65,0.85
395,'2026/06/11 16:30:33:528',12,0.717505,0.887215,0.643569,0.495752,0.95527,0.165348,0.66,0.8,0.65,0.85
396,'2026/06/11 16:30:33:529',12,0.717505,0.887215,0.643569,0.495752,0.95527,0.165348,0.66,0.8,0.65,0.85
397,'2026/06/11 16:30:33:567',12,0.768903,0.827245,0.692877,0.530036,0.90691,0.10646,0.66,0.8,0.65,0.85
398,'2026/06/11 16:30:33:568',12,0.768903,0.827245,0.692877,0.530036,0.90691,0.10646,0.66,0.8,0.65,0.85
399,'2026/06/11 16:30:33:601',12,0.705594,0.822301,0.65597,0.576381,0.955186,0.111169,0.66,0.8,0.65,0.85
400,'2026/06/11 16:30:33:602',12,0.705594,0.822301,0.65597,0.576381,0.955186,0.111169,0.66,0.8,0.65,0.85
401,'2026/06/11 16:30:33:636',12,0.743726,0.731903,0.633719,0.53957,0.923746,0.126719,0.66,0.8,0.65,0.85
402,'2026/06/11 16:30:33:636',12,0.743726,0.731903,0.633719,0.53957,0.923746,0.126719,0.66,0.8,0.65,0.85
403,'2026/06/11 16:30:33:678',12,0.635133,0.71643,0.573417,0.55151,0.906842,0.140697,0.66,0.8,0.65,0.85
404,'2026/06/11 16:30:33:678',12,0.635133,0.71643,0.573417,0.55151,0.906842,0.140697,0.66,0.8,0.65,0.85
405,'2026/06/11 16:30:33:716',12,0.676754,0.698883,0.640545,0.614499,0.948902,0.121539,0.66,0.8,0.65,0.85
406,'2026/06/11 16:30:33:718',12,0.676754,0.698883,0.640545,0.614499,0.948902,0.121539,0.66,0.8,0.65,0.85
407,'2026/06/11 16:30:33:751',12,0.536441,0.670596,0.635396,0.63684,0.939331,0.1174,0.66,0.8,0.65,0.85
408,'2026/06/11 16:30:33:752',12,0.536441,0.670596,0.635396,0.63684,0.939331,0.1174,0.66,0.8,0.65,0.85
409,'2026/06/11 16:30:34:452',14,0.585484,0.494783,0.693924,0.728824,0.541825,0.804831,0.5,0.35,0.15,0.15
410,'2026/06/11 16:30:34:453',14,0.585484,0.494783,0.693924,0.728824,0.541825,0.804831,0.5,0.35,0.15,0.15
411,'2026/06/11 16:30:34:486',14,0.600267,0.558974,0.663953,0.712579,0.570355,0.650191,0.5,0.35,0.15,0.15
412,'2026/06/11 16:30:34:487',14,0.600267,0.558974,0.663953,0.712579,0.570355,0.650191,0.5,0.35,0.15,0.15
413,'2026/06/11 16:30:34:525',14,0.54,0.542321,0.568243,0.51642,0.478988,0.721467,0.5,0.35,0.15,0.15
414,'2026/06/11 16:30:34:525',14,0.54,0.542321,0.568243,0.51642,0.478988,0.721467,0.5,0.35,0.15,0.15
415,'2026/06/11 16:30:34:559',14,0.645549,0.550215,0.472707,0.58711,0.482277,0.79285,0.5,0.35,0.15,0.15
416,'2026/06/11 16:30:34:559',14,0.645549,0.550215,0.472707,0.58711,0.482277,0.79285,0.5,0.35,0.15,0.15
417,'2026/06/11 16:30:34:594',14,0.808009,0.572227,0.529591,0.433026,0.558691,0.778364,0.5,0.35,0.15,0.15
418,'2026/06/11 16:30:34:595',14,0.808009,0.572227,0.529591,0.433026,0.558691,0.778364,0.5,0.35,0.15,0.15
419,'2026/06/11 16:30:34:632',14,0.830766,0.51298,0.541155,0.41639,0.521444,0.715126,0.5,0.35,0.15,0.15
420,'2026/06/11 16:30:34:632',14,0.830766,0.51298,0.541155,0.41639,0.521444,0.715126,0.5,0.35,0.15,0.15
421,'2026/06/11 16:30:34:669',14,0.64511,0.396044,0.306235,0.422926,0.52495,0.762863,0.5,0.35,0.15,0.15
422,'2026/06/11 16:30:34:669',14,0.64511,0.396044,0.306235,0.422926,0.52495,0.762863,0.5,0.35,0.15,0.15
423,'2026/06/11 16:30:34:703',14,0.703906,0.369271,0.277162,0.273463,0.540307,0.72455,0.5,0.35,0.15,0.15
424,'2026/06/11 16:30:34:703',14,0.703906,0.369271,0.277162,0.273463,0.540307,0.72455,0.5,0.35,0.15,0.15
425,'2026/06/11 16:30:34:738',14,0.577989,0.355377,0.229485,0.245414,0.524139,0.739577,0.5,0.35,0.15,0.15
426,'2026/06/11 16:30:34:739',14,0.577989,0.355377,0.229485,0.245414,0.524139,0.739577,0.5,0.35,0.15,0.15
427,'2026/06/11 16:30:34:774',14,0.673497,0.35624,0.134042,0.168486,0.578541,0.676829,0.5,0.35,0.15,0.15
428,'2026/06/11 16:30:34:775',14,0.673497,0.35624,0.134042,0.168486,0.578541,0.676829,0.5,0.35,0.15,0.15
429,'2026/06/11 16:30:34:809',14,0.594228,0.308965,0.309119,0.373613,0.523338,0.736548,0.5,0.35,0.15,0.15
430,'2026/06/11 16:30:34:809',14,0.594228,0.308965,0.309119,0.373613,0.523338,0.736548,0.5,0.35,0.15,0.15
431,'2026/06/11 16:30:34:845',14,0.389034,0.207915,0.316408,0.367929,0.532713,0.739008,0.5,0.35,0.15,0.15
432,'2026/06/11 16:30:34:845',14,0.389034,0.207915,0.316408,0.367929,0.532713,0.739008,0.5,0.35,0.15,0.15
433,'2026/06/11 16:30:34:883',14,0.518906,0.173248,0.187006,0.441267,0.60011,0.754023,0.5,0.35,0.15,0.15
434,'2026/06/11 16:30:34:884',14,0.518906,0.173248,0.187006,0.441267,0.60011,0.754023,0.5,0.35,0.15,0.15
435,'2026/06/11 16:30:34:917',14,0.441212,0.247999,0.292274,0.438591,0.573364,0.704681,0.5,0.35,0.15,0.15
436,'2026/06/11 16:30:34:917',14,0.441212,0.247999,0.292274,0.438591,0.573364,0.704681,0.5,0.35,0.15,0.15
437,'2026/06/11 16:30:34:956',14,0.292102,0.17823,0.21807,0.429048,0.621627,0.717254,0.5,0.35,0.15,0.15
438,'2026/06/11 16:30:34:956',14,0.292102,0.17823,0.21807,0.429048,0.621627,0.717254,0.5,0.35,0.15,0.15
439,'2026/06/11 16:30:34:994',14,0.240569,0.15474,0.251888,0.644065,0.486183,0.774175,0.5,0.35,0.15,0.15
